id,filename,speaker,tags,transcription
539,GET%20A%20NEW%20SHTICK-ADAM.mp3,caller adam,schtick adam,get a new schtick idiot
540,GET%20ANY%20GIRL%20I%20WANT.mp3,timberfake,playbaby girl timberfake,im the playbaby I get any girl I want
541,GET%20CERTIFIED.mp3,tim,certified,lets get certified baby
542,GET%20DRUNK-LARRY.wav,larry nickel,drunk larry,uh get drunk
543,GET%20IN%20THERE.wav,tim,get in there,get in there boys
544,GET%20IN%20THESE%20UNDIES%20.mp3,tim,get in these drawers undies,its not tough to get into these drawers though
545,GET%20IT%20UP%20QUICK.mp3,tawnee,get that up tawnee,how quickly do you need to get that up
546,GET%20LAID%20BROTHER-TIMBERFAKE.mp3,timberfake,get laid timberfake,I just sit back and get laid brother
547,GET%20ON%20BASE.mp3,tim,get on base,gotta get on base there
548,GET%20OUTTA%20HERE.wav,unknown man,get outta here,get the hell outta here
549,GET%20SCREWED.mp3,prodjoe,get screwed joe,get screwed
550,GET%20THE%20W-CHARLIE.mp3,charlie,football run charlie,if you can run the football and you can stop the run you have a good chance of getting the w
551,GET%20THIS%20GUY%20OFF.wav,cat,get off guy cat,get this guy off
552,GET%20THOSE%20CONDOMS-CHASER.mp3,kelly chase,condoms doug chase,doug you make sure you go out and get those condoms
553,GET%20US%20A%20SLURPY.mp3,joe strauss,strauss,go get us a slurpy cause hey were trying hard
554,GETTING%20GOOD.wav,unknown man,getting good,youre getting good at this
555,GETTING%20OWNED.wav,charlie,owned charlie,youre getting owned right now
556,GETTING%20WITH%20BLACK%20GUYS.mp3,plowboy,black gentleman plow,you are interested in getting with a black gentleman
557,GIDDY%20UP.wav,unknown man,giddy up,giddy up guys
558,GIRLS%20ARE%20HOT.wav,unknown woman,girls hot lesbian,girls are hot
559,GIVE%20ME%20A%20HUG.mp3,cat,cat hug,come here and give me a hug
560,GLAD%20YOU%20ASKED%20JIM.mp3,unknown woman,jim glad you asked,well jim im glad you asked
561,GLICK%20WEB.wav,jiminy glick ,jiminy glick tangled web,oh what a tangle web weve weaved
562,GLORYHOLE%20FACEBOOK.mp3,larry nickel,facebook larry gloryhole,I posted a picture on facebook about a glory hole
563,GLORYHOLES%20ARE%20REAL.mp3,larry nickel,gloryholes larry,gloryholes are real
564,GO%20BLUE%20NOTE.mp3,unknown man,go blues,go blue note
565,GO%20PACK.wav,plowboy,packers plow,go pack
566,GO%20SEAHAWKS.mp3,unknown man,seahawks,go seahawks
567,GO%20SUCK%20IT.mp3,unknown man,suck it,well they can go suck it
568,GOD%20BLESS%20(RONDO).wav,rondo,butch jones tennessee rondo,god bless butch jones and god bless charlie daniels
569,GOD%20THAT%20SUCKED.wav,unknown man,sucked,god that sucked
570,GOING%20GETS%20TOUGH.mp3,unknown man,going tough,when the going gets tough the tough get going
571,GOING%20TO%20BE%20A%20PONYSHOW-LARRY.mp3,larry nickel,pony show larry,yea I knew it was going to be a pony show
572,GOITER%20SITUATION.mp3,cat,goiter cat,weve got a goiter situation 
573,GOLDBERG%20CUP%20(I-70%20SERIES).mp3,cat,goldberg cup,some say this is the i70 showdown I call it the goldberg cup
574,GOLF%20CLUBS.mp3,doug,golf clubs ,hes got all the clubs in the sack
575,GONNA%20DO.wav,unknown man,gonna do,whats you gonna do
576,GOOCH.wav,plowboy,gooch plowboy,gooch
577,GOOD%20DEAL.mp3,plowboy,deal,ok good deal
578,GOOD%20FOR%20YOU.mp3,cat ,good for you cat sfw,good for you
579,GOOD%20JOB%20JIMMY.mp3,unknown man,good job jimmy,good job jimmy
580,GOOD%20LUCK.wav,charlie,good luck charlie,tel em good luck
581,GOOD%20MATH-LARRY.mp3,larry nickel,math larry,good math doug
582,GOOD%20MORNING-MO.mp3,john mozeliak,john mozeliak morning,good morning
583,GOOD%20ONE.mp3,unknown man,good one,haha good one
584,GOOD%20QUESTION%20DOUG.mp3,rick hummel ,good question hummel,good question doug
585,GOOD%20QUESTION-WAINO.mp3,adam wainwright,good question wainwright,no thats a very good question
586,GOOD%20READ%20TIM.mp3,janie the lesbian,janie good read,tim I think thats a good read
587,GOOD%20SHAPE.wav,douglas,shape douglas,are we in good shape
588,GOOD%20SHOW.mp3,tim,good show,this is the ryan kelly morning after some say its a good show
589,GOODIES.wav,plowboy,goodies,all of our goodies
590,GOT%20A%20CARPORT.mp3,unknown man,carport,well I have a carport
591,GOT%20A%20TASTE.wav,willy,taste,you got a taste and now you want more
592,GOT%20ANYTHING%20ELSE%20FOR%20ME.mp3,gabe dearmond ,gabe anything else,tim jim you guys got anything else
593,GOT%20FIT%20CHICKS%20NUMBER.mp3,larry nickel,fitchick larry,I got fitchicks number I can text her whenever I want her to come over
594,GOT%20IT%20OR%20NOT.mp3,unknown man,got it ,you either got it or you dont man
595,GOTTA%20GO%20TO%20WORK.mp3,unknown woman,gotta work,im sorry guys I gotta go to work
596,GOTTA%20LOVE%20'EM%20UP.mp3,cat,love em up,you gotta love em up
597,GOTTA%20RUN-ELLEN.mp3,caller ellen,gotta run ellen,well fellas gotta run
598,GRANDKIDS%20WATCHING%20DOUG.mp3,paul from wc,paul weekend sports,my grandkids are going to be watching you doing weekend sports
599,GRANDMOTHERS%20BREATH.mp3,jay jr,jay grandmother,shes stronger than grandmothers breath
600,GRAYSEXUAL.mp3,unknown man,graysexual ,graysexual to me is someone who is between asexual and someone who is sexual
601,GREAT%20DAY.mp3,plowboy,great day plowboy,its gonna be a great day
602,GREAT%20JOB.mp3,unknown man,great job,well youre doing a great job on that program
603,GRIKICH.mp3,unknown man,grikich grichuk,grikich
604,GRINDERS%20AND%20MUCKERS.wav,wayne gretzky ,grinders muckers,the grinders the muckers
605,GRIP%20YOUR%20SEED.mp3,tim,seed grip,ill grip onto your seed bro
606,GRUNT.wav,unknown man,grunt,grunt noise
607,GUNS%20N'%20BUTTER.mp3,tim,guns butter,guns and butter baby guns and butter
608,GUY%20GETS%20RAPED.mp3,steve in wildwood,guy raped,watching that one guy get raped
609,GUY%20IS%20ATTRACTIVE.mp3,charlie,charlie guy attractive,that guy is attractive doug
610,GUY%20MAKES%20ME%20WET.mp3,tim,wet guy,this guy makes me wet
611,GUYS%20ARE%20TIGHT.wav,unknown man,tight,you guys are tight
612,GUYS%20HIT%20ON%20ME.mp3,tim,hit on me,I like when guys hit on me
613,GUYS%20PLAY.wav,tim,guys play ,guys like to play with each other
614,GUYS%20WANNA%20BANG%20YOU.mp3,tim,guys bang,a lot of guys wanna bang you
615,GabeTalkingToMe.wav,gabe dearmond ,talking ,talking to me
616,Glick%20Europe.wav,jiminy glick ,europe jiminy,they say hes even popular in europe
617,HA%20HA%20HA.wav,unknown man,ha ha ha ,ha ha ha
618,HAD%20A%20GENTLEMAN.wav,Rich from Maryland Heights,rich gentleman,I just had a gentleman
619,HAENCHEN%20FAN.mp3,cat,haenchen,ive been a haenchen fan since 1984
620,HAHA%20OK.wav,unknown woman,ha ok,ha ha ok
621,HAHA%20SORRY.mp3,unknown man,sorry,haha sorry
622,HAIR%20=%20BEAR.wav,willy,bear,I dont think you need to have hair to be a bear
623,HANDLING%20YOURSELF.mp3,tim,handling lounge masterbate,what are you doing are you in a lounge chair handling yourself
624,HANDS%20AND%20KNEES.mp3,unknown man,wwe hands knees apologize,get down on your hands and knees and apologize
625,HANDS%20IN%20THERE.wav,doug,hands ,wouldnt you feel the hands up in there
626,HANGING%20UP.wav,unknown man,hanging up,hanging up
627,HANKORING%20FOR%20SOME%20WEEN.mp3,tim,hankoring ween,I just had a hankoring for some ween
628,HAPPY%20GILMORE.wav,unknown man,happy gilmore sfw,happy gilmore accomplished that feat no more than an hour ago
629,HARD%20AND%20DEEP.wav,cat,hard deep cat,looking hard and deep
630,HARD%20TO%20KICK.mp3,plowboy,plowboy kick,its a hard one to kick
631,HARDCORE%20BUSCH%20LIGHT%20DRINKER.mp3,ryan kelly,busch light kelly,im a hardcore busch light drinker
632,HASHY%20SANDY.wav,plowboy,hashy sandy,hashy sandy
633,"HATE%20US,%20AIN'T%20US.mp3",joe roderick,hate aint roderick,the hate us cuz they aint us
634,HAVE%20JUST%20EATEN.mp3,charlie,eaten charlie,I had just eaten im not going to lie
635,HAVENT%20SEEN%20THOSE%20STATS.mp3,tim,stats ,I havent seen those stats
636,HE%20HE%20HE.wav,unknown man,hee,hee hee hee hee 
637,HE%20IS%20SPRUNG.mp3,cat,sprung,he is sprung
638,HE%20PLAYED%20YOU.mp3,charlie,played charlie,he played you
639,HE%20WAS%20ADORABLE-BENJAMIN.mp3,benjamin hochman,adorable hochman,he was adorable
640,HE'S%20HOT%20(HITCH).wav,ken hitchcock,hitchcock hot,I dont know that hes hot
641,HE'S%20REALLY%20GOOD.mp3,prodjoe,good prodjoe,hes really good
642,HEAD%20FIRST.wav,unknown man,headfirst,you have to go head first
643,HEAD%20IN%20GLORYHOLE-LARRY.mp3,larry nickel,larry gloryhole,he can go stick his head in a gloryhole
644,HEARING%20AID.mp3,unknown man,hearing aid deaf,you need a hearing aid
645,HEAVY%20GAY%20EMPHASIS.mp3,doug,gay,heavy gay emphasis 
646,HEAVY%20PETTED%20HER.wav,tim,heavy petting petted,I heavy petted her
647,HEGONE%20CHARLIE.wav,charlie,he gone charlie,he gone
648,HELL%20NO.wav,Rich from Maryland Heights,hell rich,hell no
649,HELL%20OF%20IDEA.wav,plowboy,idea plowboy,that is one hell of an idea buddy
650,HELLO%20DOUG.wav,caller ellen,hello ellen,well hello doug
651,HELLO%20I'M%20LEAVING.mp3,unknown woman,leaving ,hello im leaving
652,HELLO%20NEIGHBOR.wav,unknown man,neighbor,hello neighbor
653,HERE%20COMES%20BIG%20MAN.wav,dan mac,big man dan,here comes the big man
654,HEROIN%20UP%20ASS.mp3,tim,drug mule heroin,I usually have a baloon of heroin up my ass
655,HES%20GOT%20UPS.wav,doug,ups jump,hes got ups
656,HEY%20BROAD.wav,charlie,charlie broad,hey broad
657,HEY%20DOC%20TAKE%20A%20LOOK%20OVER%20HERE.mp3,charlie,doc look charlie,hey doc why dont you take a look over here
658,HEY%20DOUG%20(WHISPER).mp3,charlie,hey doug charlie,hey doug
659,HEY%20GAL.mp3,doug,hey gal,hey gal
660,HEY%20HEY.wav,unknown woman,hey,hey hey
661,HEY%20MISTER.mp3,willy,mister willy,hey mister
662,HEYMAN-TRA%20LA%20LA%20LA.mp3,unknown man,tra la,tra la la la
663,HI%20I'M%20DARIN.mp3,plowboy,darin spring training,hi im darin great to meet you
664,HI%20YOU%20GUYS.wav,unknown woman,hi,hi you guys
665,HIDE%20YOUR%20GAY.mp3,tim,hide gay mason dixon,usually below south of the mason dixon line you have to at least hide your gay
666,HIRE%20TWINKS.wav,tim,twinks hire,I do like to hire twinks
667,HISSY%20TANTRUM.mp3,plowboy,hissy tantrum,just a big ol hissy trantrum
668,HIT%20THE%20NAIL%20CAT.mp3,larry nickel,nail on head larry,you hit the nail on the head cat
669,HITTING'S%20HARD.mp3,unknown man,hitting,hittings hard
670,HOCKEY%20GODS.mp3,ken hitchcock,hockey gods hitchcock blues,hockey gods took care of us
671,HOES%20IN%20STABLE.mp3,timberfake,timberfake hoes in stable phillies paddock,I got a lot of hoes in my stable
672,HOLLA%20AT%20YO%20BOY.mp3,doug,manchild holla holler at yo your boy,holla at yo boy
673,HOLLIDAY%20AS%20ROSIE.wav,matt holliday ,holliday rosenthal ,ill be a starter soon I just gotta tell mike
674,HOLLIDAY-GREAT%20RADIO%20SHOW.mp3,matt holliday ,holliday radio,hes got that amazing radio show
675,HONOR%20TO%20SPEAK%20WITH%20TIM.mp3,unknown man,lemming honor ,first thing is what a privelidge it is to speak with tim mckernan
676,HOOSIERS%20A%20HOOSIER.mp3,cat,hoosier,I think a hoosier is a hoosier no matter where you are geographically
677,HORNY.mp3,unknown man,horny,im horny
678,HORRENDOUS%20PRESENTATION.wav,doug,horrendous presentation,this is such a horrendous presentation
679,HOSTS%20ALL%20CURIOUS.mp3,tim,curious host gay,every host of this show sounds to be at the very least curious
680,HOT%20AIR.mp3,charlie,hot air charlie,all the hot air coming out of your mouth
681,HOT%20BOD%20IN%20HOT%20BIKINI.mp3,unknown man,hot bod bikini ,not to mention her hot bod that looks hot in a bikini
682,HOT%20BROADS.mp3,janie the lesbian,hot broads,theres a lot of hot broads out there
683,HOT%20GUY.wav,tim,hot guy ,whos going to turn down a hot guy
684,HOT%20ITEM.wav,tim,hot item,youre a hot item
685,HOT%20LASS.mp3,larry nickel,hot lass larry,shes uh a hot lass
686,HOT%20MAIL.wav,doug,hotmail douchebag,hotmail screams douchbag
687,HOT%20MILK-TIMBERFAKE.mp3,timberfake,hot milk timberfake,I need hot milk
688,HOT%20OLDER%20GUY.mp3,cat,older hot guy,for an older guy your hot
689,HOT%20PLAYER.mp3,doug,hot player,you gotta go with your hot player
690,HOT%20SHOT.wav,unknown man,hot shot,hahaha ok hot shot
691,HOT%20SIDELINE%20REPORTER.mp3,unknown man,sideline reporter,every town has like a hot sideline reporter and it was cool meeting stls last night
692,HOT%20TAKES%20ON%20TMA-LARRY.mp3,larry,hot takes larry,go ahead with the hot takes on the ryan kelly morning after
693,HOTTEST%20TWINKS.mp3,tim,hottest twinks,wherever the hottest twinks are bro
694,HOW%20ARE%20YOU%20DOUG.mp3,jay jr,jay how are,how are you Doug?
695,/HOW%20BOUT%20THIS%20WEATHER.wav,tim,weather,how bout this weather?
696,HOW%20WE%20DOIN.mp3,unknown man,how we doin,how we doin fellas
697,HOW%20YA%20DOIN.wav,unknown woman,how doin,how ya doin boys
698,HUH-LARRY.mp3,larry,huh larry,huh
699,HUMMING%20BIRD%20TOUNGE%20BOY.mp3,tim,tongue hummingbird ,you have the tongue of a hummingbird boy
700,HUMP%20DAY.wav,unknown man,hump day,hump day
701,HUNG%20LIKE%20A%20BULL.mp3,tim,hung bull,hung like a spanish fighting bull
702,HUNGER%20STRIKE-TJ%20MOE.mp3,tj moe,hunger strike tj moe,you dont need hard work you dont need intelligence you dont need a good break you just need a good old fashioned hunger strike to get what you want
703,Holy%20Cow.mp3,alpena ,holy cow alpena,holy cow 
704,I%20AM%20GREAT-CAT.mp3,cat,great cat,well I am great wouldnt you say
705,I%20DON'T%20KNOW.mp3,willy,dont know willy,I dont know
706,I%20DONT%20CARE.wav,unknown man,dont care,I dont care
707,I%20HAVE%20NEVER.mp3,doug,have never,I have never in my live long life
708,I%20LIKE%20HAMHOCKS.mp3,charlie,hamhocks charlie,I like hamhocks
709,I%20LIKE%20IT-PLOWBOY.mp3,plowboy,plowboy like it,I like it
710,I%20LOVE%20GIVING%20HUGS.mp3,unknown man,love hugs,I love giving hugs
711,I%20LOVE%20TIM.mp3,unknown man,lemming,I love tim
712,I%20LOVE%20YOU%20DOUG-JACKIE.mp3,jackie,jackie love doug,you know I love you doug
713,I%20Love%20It%20.mp3,unknown man,love it,I love it
714,I%20NEED%20DADDY%20TO%20GIVE%20ME%20ORDERS.wav,unknown woman,porn daddy orders sub,im a very obedient girl I need daddy to give me orders
715,I%20WANT%20TO%20BANG%20TIM-LARRY.mp3,larry nickel,bang larry lemming,I want to bang tim
716,I%20WANT%20TO%20SCREW%20YOU.mp3,unknown man,screw,and then I wanted to screw you
717,I%20WAS%20IN%20BED.wav,willy,bed willy,I was in bed
718,I'M%20A%20PRO.wav,unknown man,pro,im a pro
719,I'M%20HOT-LARRY.mp3,larry nickel,hot larry,im hot
720,I'M%20NOT%20GAY.wav,unknown man,gay,im not gay
721,I'M%20PRETTY%20HOTH.mp3,tim,hoth ,im pretty hoth
722,I'M%20THE%20BULL.mp3,jimmy the bull,bull,im not hard to find im the bull
723,I'M%20THE%20DOUCHE.mp3,plowboy,douche plowboy,im the douche
724,I'M-A%20DO%20ME.wav,charlie,ima do me charlie,"you do you, ima do me"
725,I'VE%20WORKED%20IN%20TV.mp3,charlie,network television journalism charlie,ive worked in television for 11 years professionaly 
726,IDIOT.mp3,cat,idiot,what an idiot
727,IDK%20IF%20THATS%20WHAT%20YOU%20SAID.wav,weezer,weezer dunno,I dont know if thats what you said
728,IF%20ONLY%20WE%20COULD%20BE%20DOUG.mp3,unknown man,could be doug,if only we could be doug vaughn
729,IF%20WE%20WERE%20SMART.mp3,charlie,smart charlie,"and if we were smart, which we werent "
730,IGGY%20CUCKOLD.wav,iggy,cuck hedonism iggy mmf threesome swinger,a nice lady and her husband come up and asked if I wanted to join them in the pool
731,ILLEGAL%20FORMATION.mp3,unknown man,rams illegal formation,illegal formation the whole right side of the line was not on the line of scrimmage 
732,IM%20A%20COOL.mp3,big al,cool big al,cat tell em im a cool
733,IM%20A%20GAY.mp3,unknown man,gay,im a gay
734,IM%20AWESOME-LARRY.mp3,larry nickel,awesome larry,and im awesome
735,IM%20EXCITED.wav,unknown woman,woman excited,im excited
736,"IM%20LACTATING,%20THX.wav",chaps,lactating chaps,doug im lactating thanks
737,IM%20PRETTY%20DAMN%20GOOD.wav,tim,damn good,yea im pretty damn good
738,IM%20STICKING%20IT%20IN.wav,tim,stick in,Ill tell you what im doing im sticking it in
739,IMPERIALISTIC%20BASTARD.wav,unknown man,imperialistic bastard,imperalistic bastard
740,IN%20BED%20.mp3,tim,bed,doug and I watched it in bed
741,IN%20GAY%20COMMUNITY.mp3,plowboy,gay community twink plowboy,basically doug I would be in the gay community a twink
742,IN%20THE%20BUTT.mp3,tim,butt,what what in the butt
743,IN%20THE%20PAST%20JIM.wav,matt holliday ,past matt holliday,dont live in the past jim
744,IN%20YOUR%20MOUTH.mp3,plowboy,inch mouth oral,quarter inch in your mouth
745,INCHES%20NEED%20TO%20BE%20FILLED.mp3,unknown man,inches filled,there are inches of open spaces that need to be filled
746,INDIFFERENT%20TO%20DOUG.mp3,joe strauss,strauss indifferent,totally indifferent to what doug says
747,INSIDE%20SKINNY.wav,cat,inside skinny,thanks for the inside skinny
748,INSTANT%20LEGEND.mp3,charlie,legent,instant legend
749,INTELLIGENT%20GAY%20GUYS.mp3,tim,intelligent gay,guys who are intelligent but very gay
750,INTERESTING%20SEGMENT.mp3,unknown woman,interesting segment,yea it was definitely an interesting segment 
751,INTERN%20MIKE.wav,tim,intern twink,intern mike is a cute little twink
752,INTERRUPT.mp3,unknown man,interrupt,I dont want to interrupt anything am I interrupting something
753,INTO%20THE%20GAYS.mp3,katie kay,katie kay kkd lesbian gays,I guess im probably into the gays though
754,IRISH%20WISKEY%20&%20SMALL%20PENIS.mp3,tim,irish penis small,theres al mcguire and hes gonna have some irish whiskey with a small penis
755,IS%20THIS%20JAY%20JR.mp3,timberfake,timberfake jay randolph,is this randolph jr
756,IS%20TIM%20HERE%20(MO).mp3,john mozeliak,mozeliak ,is tim here
757,IS%20TIM%20THERE.mp3,caller adam,there tim adam,is tim there
758,IT%20MATTERS.wav,frank cusumano,matters frank it matters it matters,
759,IT%20SUCKED.wav,unknown man,sucked terrible,aw it sucked
760,IT%20SUCKS.wav,caller adam,sucks adam,it sucks
761,IT'LL%20BE%20ALRIGHT.mp3,rick hummel ,hummel breath alright,take a deep breath itll be alright
762,IT'S%2050-50.mp3,charlie,charlie undecided,its 50 50
763,IT'S%20IN%20THERE.wav,mike lee,lee in there,its in there
764,ITCH%20TO%20SCRATCH.mp3,tim,itch scratch,dont you have an itch you have to scratch
765,ITS%20A%20SPANIEL.mp3,charlie,spaniel charlie,its a spaniel
766,ITS%20DAMN%20TRUE-LARRY.mp3,larry nickel,true larry,its true its true its damn true
767,ITS%20NOT%201967%20DOUG.mp3,unknown man,past ,its not 1967 anymore doug
768,ITS%20OKAY%20DOUG.wav,larry nickel,okay larry,its ok doug
769,ITS%20THE%2090S.wav,tim,relationships,its the 90s and open relationships were all the rage
770,ITS%20THE%20SEC.wav,unknown man,sec,its the sec man
771,ITS%20TRUE.wav,joe roderick,roderick true,its true doug
772,IZZO.wav,dick vitale,izzo vitale tournament ncaa march madness italian,sorry tom izzo
773,JACK%20KENNEDY%20OF%20LESBIANISM.mp3,tim,lesbianism jack kennedy,im the jack kennedy of lesbianism
774,JANIE%20WANT%20TO%20TOUCH.mp3,jay jr,lesbian janie jr touch,janie you want to touch
775,JARED%20FROM%20SUBWAY%20CUTOUT.mp3,unknown man,jared subway cutout,hey doug what are you going to do with your jared from subway cutout
776,JASMIN%20SIDE%20OF%20DOUG.mp3,jasmine huda,jasmine huda kmov,well I have never seen this side of you doug
777,JAY%20JR%20BULL.mp3,plowboy,jay bull plowboy,sounds like jay jr is more of a bull than we thought
778,JENNA%20SCHOOL.mp3,unknown woman,jenna,the jenna school
779,JERK%20OFF%20TEXTERS.mp3,charlie,texters charlie jerk,all these jerk off texters
780,JEWISH%20RIGAMAROO.mp3,caller adam,jewish jha adam rigamaroo,that sounds like a bunch of jewish rigamaroo
781,JHE%20SCOUTING%20DOUG.mp3,cat,jhe jewish scouting cat,JHE is scouting Doug Vaughn
782,JHE%20XMAS.mp3,unknown man,xmas jhe holidays christmas jewish,I didnt realize that jim hayes enterprises celebrated the xmas side of the holiday
783,JIM%20ROSS.wav,jim ross,wwe jim ross wrestling slobberknocker,its going to be a sloberknocker
784,JIMMYS.wav,charlie,jimmys condom charlie,arent jimmys a name for a condom
785,JOE%20ON%20JORTS.wav,prodjoe,jorts prodjoe aroused hard,theres nothing that gets me harder than jorts
786,JOE%20RODERICK%20BROADCASTING.mp3,doug,joe roderick broadcasting engineering,welcome to joe roderick broadcasting
787,JOE%20RODERICK%20LEAGUE.mp3,prodjoe,prodjoe joe roderick fantasy league,hey I dont run a joe roderick league
788,JOHN%20KELLEY%20CANT%20WAIT%20TO%20SEE%20CAT.mp3,john kelley,cat john kelley ,cat I cant wait to see you
789,JORDAN%20WALDEN%20BALOON%20PARTY.mp3,joe strauss,strauss walden,jordan walden baloon party is on its way
790,JOURNALISM%20VICTORY.wav,unknown man,journalism,a journalism victory
791,JUICES%20SQUIRTING%20EVERYWHERE.wav,charlie,juices squirting charlie,juices squirting everywhere
792,JUMP%20FENCE.mp3,cat,jump fence,they were screaming at him they were going to jump the fence come on the field and have their way with him
793,JUNK%20IN%20TRUNK.mp3,willy,junk trunk booty,you like some junk in the trunk
794,JUST%20A%20CRACKER.wav,cat,cracker cat caulk,you are just a cracker
795,JUST%20A%20TITCH.wav,cat,titch,eh its just a titch
796,JUST%20AMAZING.mp3,plowboy,amazing plowboy,that was just amazing
797,JUST%20BLESSED.wav,unknown man,blessed,im just blessed
798,JUST%20GO%20AT%20IT.wav,willy,willy,we all just sit down and go at it
799,JUST%20MAKE%20OUT.mp3,prodjoe,make out kiss joe prodjoe,lets just make out
800,JUST%20THE%20TIP-HOCHMAN.mp3,hochman,tip hochman,just the tip
801,,,,
802,,,,
803,,,,
804,,,,
805,,,,
806,,,,
807,,,,
808,,,,
809,,,,
810,,,,
811,,,,
812,,,,
813,,,,
814,,,,
815,,,,
816,,,,
817,,,,
818,,,,
819,,,,
820,,,,
821,,,,
822,,,,
823,,,,
824,,,,
825,,,,
826,,,,
827,,,,
828,,,,
829,,,,
830,,,,
831,,,,
832,,,,
833,,,,
834,,,,
835,,,,
836,,,,
837,,,,
838,,,,
839,,,,
840,,,,
841,,,,
842,,,,
843,,,,
844,,,,
845,,,,
846,,,,
847,,,,
848,,,,
849,,,,
850,,,,
851,,,,
852,,,,
853,,,,
854,,,,
855,,,,
856,,,,
857,,,,
858,,,,
859,,,,
860,,,,
861,,,,
862,,,,
863,,,,
864,,,,
865,,,,
866,,,,
867,,,,
868,,,,
869,,,,
870,,,,
871,,,,
872,,,,
873,,,,
874,,,,
875,,,,
876,,,,
877,,,,
878,,,,
879,,,,
880,,,,
881,,,,
882,,,,
883,,,,
884,,,,
885,,,,
886,,,,
887,,,,
888,,,,
889,,,,
890,,,,
891,,,,
892,,,,
893,,,,
894,,,,
895,,,,
896,,,,
897,,,,
898,,,,
899,,,,
900,,,,
901,,,,
902,,,,
903,,,,
904,,,,
905,,,,
906,,,,
907,,,,
908,,,,
909,,,,
910,,,,
911,,,,
912,,,,
913,,,,
914,,,,
915,,,,
916,,,,
917,,,,
918,,,,
919,,,,
920,,,,
921,,,,
922,,,,
923,,,,
924,,,,
925,,,,
926,,,,
927,,,,
928,,,,
929,,,,
930,,,,
931,,,,
932,,,,
933,,,,
934,,,,
935,,,,
936,,,,
937,,,,
938,,,,
939,,,,
940,,,,
941,,,,
942,,,,
943,,,,
944,,,,
945,,,,
946,,,,
947,,,,
948,,,,
949,,,,
950,,,,
951,,,,
952,,,,
953,,,,
954,,,,
955,,,,
956,,,,
957,,,,
958,,,,
959,,,,
960,,,,
961,,,,
962,,,,
963,,,,
964,,,,
965,,,,
966,,,,
967,,,,
968,,,,
969,,,,
970,,,,
971,,,,
972,,,,
973,,,,
974,,,,
975,,,,
976,,,,
977,,,,
978,,,,
979,,,,
980,,,,
981,,,,
982,,,,
983,,,,
984,,,,
985,,,,
986,,,,
987,,,,
988,,,,
989,,,,
990,,,,
991,,,,
992,,,,
993,,,,
994,,,,
995,,,,
996,,,,
997,,,,
998,,,,
999,,,,
1000,,,,
1001,,,,
1002,,,,
1003,,,,
1004,,,,
1005,,,,
1006,,,,
1007,,,,
1008,,,,
1009,,,,
1010,,,,
1011,,,,
1012,,,,
1013,,,,
1014,,,,
1015,,,,
1016,,,,
1017,,,,
1018,,,,
1019,,,,
1020,,,,
1021,,,,
1022,,,,
1023,,,,
1024,,,,
1025,,,,
1026,,,,
1027,,,,
1028,,,,
1029,,,,
1030,,,,
1031,,,,
1032,,,,
1033,,,,
1034,,,,
1035,,,,
1036,,,,
1037,,,,
1038,,,,
1039,,,,
1040,,,,
1041,,,,
1042,,,,
1043,,,,
1044,,,,
1045,,,,
1046,,,,
1047,,,,
1048,,,,
1049,,,,
1050,,,,